organization,count,usgs,id
"National Aeronautics and Space Administration (NASA) Jet Propulsion Laboratory, California Institute of Technology, Pasadena, California, 91109, USA.",1,False,24554
"Institute of Biology, Irkutsk State University, Irkutsk, Russia.",1,False,24555
"Commonwealth Scientific and Industrial Research Organization (CSIRO) Land and Water Flagship, Black Mountain, Canberra, Australia",1,False,24556
"Institute of Agricultural and Environmental Sciences, Estonian University of Life Sciences, Rannu 61117, Estonia.",1,False,24557
"Department of Experimental Limnology, Leibniz Institute of Freshwater Ecology and Inland Fisheries, Berlin, Germany.",1,False,24558
"Lake Biwa Environmental Research Institute, Otsu, Shiga 520-0022, Japan",1,False,17960
"Finnish Environment Institute, Helsinki, Finland",1,False,17961
"NOAA/Great Lakes Environmental Research Laboratory, Ann Arbor, Michigan, USA",1,False,17962
"Department of Water Resources and Drinking Water, Eawag (Swiss Federal Institute of Aquatic Science and Technology), Dübendorf, Switzerland.",1,False,24559
"Department of Ecology, Evolution and Marine Biology, University of California, Santa Barbara, California, USA",1,False,17964
"Hydrology Laboratory, Limnology Institute, Russian Academy of Sciences, St. Petersburg, Russian Federation",1,False,17966
"Centre for Limnology, Institute of Agricultural and Environmental Sciences, Estonian University of Life Sciences, Tartumaa, Estonia",1,False,17967
"Institute of Coastal Research, Helmholtz-Zentrum Geesthacht, Geesthacht, Germany",1,False,17969
"Department of Earth Sciences, Royal Museum for Central Africa, Tervuren, Belgium",1,False,17971
"Water Research Centre, School of Earth and Environmental Science, The University of Adelaide, Adelaide, Australia",1,False,17972
"Israel Oceanographic and Limnological Research, The Lake Kinneret Limnological Laboratory, Migdal, Israel",1,False,17973
"National Research Council, Institute of Ecosystem Study, Verbania Pallanza, Italy",1,False,17974
"Dorset Environmental Science Centre, Ontario Ministry of the Environment and Climate Change, Dorset, Ontario, Canada",1,False,17970
"Sustainable Agro-Ecosystems and Bioresources Department (IASMA) Research and Innovation Centre, Fondazione E. Mach, S. Michele all’Adige (Trento), Italy",1,False,17976
"Institute for Sustainable Cities, City University of New York, New York, USA",1,False,17977
"Leibniz-Institute of Freshwater Ecology and Inland Fisheries, Berlin, Germany",1,False,17980
"Scientific Research Institute of Biology, Irkutsk State University, Irkutsk, Russia",1,False,17982
"Department of Limnology and Biological Oceanography, University of Vienna, Vienna, Austria",1,False,17984
"National Institute of Water and Atmospheric Research, Hamilton, New Zealand",1,False,17985
"Department of Biology, University of Eastern Finland, Kuopio, Finland",1,False,17986
"Seqwater, Ipswich, Australia",1,False,17987
Miami University,1,False,16608
NH Department of Transportation,1,False,18856
"Hoyle, Tanner & Associates, Inc.",1,False,18857
"Universidade Federal Fluminense, Niteroi, Brazil",1,False,24679
"Universidade de São Paulo, São Paulo, Brazil",1,False,24680
"University of Southern California, Los Angeles, CA, USA",1,False,24681
"OGX Oil and Gas, Brazil",1,False,24682
"The Pennsylvania State University, University Park, PA, USA",1,False,24683
"University of Amsterdam, Amsterdam, The Netherlands",1,False,24684
"University of Texas, Austin, TX, USA",1,False,24685
"Université de Montpellier, Montpellier, France",1,False,24686
"Universitá Degli Studi di Padova, Padova, Italy",1,False,24687
"University of Minnesota - Twin Cities, Minneapolis, MN, USA",1,False,24688
"Universität Graz, Graz, Austria",1,False,24689
"Museu Paraense Emílio Goeldi, Pára, Brazil",1,False,24690
"Universidade do Estado do Rio de Janeiro, Rio de Janeiro, Brazil",1,False,24691
"Universidade Federal do Amazonas, Manaus, Brazil",1,False,24692
"City of Hillsboro, Oregon",1,False,18014
"Center for Coastal Studies [Provincetown, Mass.]",1,False,17698
"Maine Department of Inland Fisheries and Wildlife, Bangor, ME 04401",1,False,20327
"University of Iceland, Snæfellsnes Research Centre, Stykkishólmur, Iceland 245.",1,False,20328
"Department of Veterinary Pathology, Western College of Veterinary Medicine,University of",1,False,20329
NOAA CTWP,1,False,16844
Martinique Volcano Observatory,1,False,16845
"Herpetological Resource and Management, LLC",1,False,16628
"USGS, WFRC, MMFS, Nortdland, WA",1,False,18110
"PROIMI-CONICET- Universidad Nacional de Tucuman, Tucuman, 4000 Argentina",1,False,18034
"Graduate School of Genome Science and Technology, University of Tennessee, Knoxville, Tennessee, USA",1,False,18035
"Graduate School of Genome Science and Technology, University of Tennessee, Knoxville, Tennessee, USA  & Biosciences Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee, USA",1,False,18036
"Department of Cellular Biology and Pharmacology, Herbert Wertheim College of Medicine, Florida International University, Miami 33199, Florida, USA",1,False,18037
"University of Woolongong, Australia",1,False,18128
"Department of Agriculture, Fisheries and Forestry, Canberra, Australia",1,False,18129
"Institut national de la recherche scientifique, Quebec CIty, Canada",1,False,25483
"Université Laval, Québec City, Canada",1,False,25484
"Université de Montréal, Canada",1,False,25485
"University of Stirling, UK",1,False,25486
"University of Copenhagen, Copenhagen, Denmark",1,False,25488
"Umeå University, Abisko, Sweden",1,False,25489
"Université de Montréal, Montreal, Canada",1,False,25490
"Université du Québec à Chicoutimi, Canada",1,False,25491
Cardiff University,1,False,17940
Indonesian Institute of Sciences,1,False,17941
State University of Padang,1,False,17942
Albertson College of Idaho,1,False,18082
Rusian Academy of Science,1,False,18081
Boise State Univ.,1,False,18083
UAA Alaska Natural Heritage Program & Biological Sciences Department,1,False,12492
"US Fish and Wildlife Service, Suffolk, VA",1,False,17901
"Applied and Environmental Group, University of Lausanne, Switzerland",1,False,25473
"Institut de Physique du Globe, Paris, France",1,False,25474
"CONICET-Facultad de Ciencias Astronomicas y Geofisicas, Universidad Nacional de La Plata, Argentina",1,False,25475
"Department of Earth Sciences, Uppsala University, Sweden",1,False,25476
Geological Survey of South Australia,1,False,25477
Alaska Zoo,1,False,18051
Oregon Zoo,1,False,18050
"Hamline University, St. Paul, MN",1,False,20305
"U. Colorado, Boulder, Dept. Ecology & Evol.Biol., PhD Student",1,False,7111
"Program in Ecology, Evolution, and Conservation Biology, University of Nevada, Reno,",1,False,17922
"Department of Geography, University of California, Los Angeles, CA 90095, USA",1,False,18017
Sydney Institute of Marine Science,1,False,18107
"Oregon Department of Fish and Wildlife, La Grand Fish Research, La Grand, OR, USA 97850",1,False,18862
"Department of Biology and Museum of Southwestern Biology, University of New Mexico",1,False,18859
"Department of Ecology, Evolution, and Marine Biology and Marine Science Institute      University of California",1,False,18860
"School of Geography, University of Leeds, Leeds, LS2 9JT, United Kingdom",1,False,18861
"USDA Forest Service, Rocky Mountain Research Station",1,False,16848
"Montana State University, Department of Ecology, P.O. Box 173460, Bozeman, MT 59717",1,False,16955
"Oregon Department of Fish and Wildlife, Corvallis Research Laboratory, 28655 Hwy 34, Corvallis, OR 97333, USA",1,False,18858
NORSAR,1,False,18074
NOAA OR&R,1,False,18042
RSP ASA,1,False,18043
Stratus Consulting Inc.,1,False,18045
Bubbleology Research International,1,False,18044
"Max-Planck-Institute for Chemistry, Mainz, Germany",1,False,12534
"Biology Department, Texas Christian University, Fort Worth, Texas, USA",1,False,24605
"Wildlife Biology Program, Department of Ecosystem and Conservation Sciences, College of Forestry and Conservation, University of Montana, Missoula MT 59812, USA",1,False,17890
"2Wildlife Biology Program, Department of Ecosystem and Conservation Sciences, College of Forestry and Conservation, University of Montana, Missoula MT 59812, USA",1,False,17891
"Montana Fish, Wildlife and Parks, 3201 Spurgin Road, Missoula, MT 59804, USA",1,False,17892
"USDA Forest Service, Rocky Mountain Research Station, Missoula, MT 59801, USA",1,False,17893
"Cameco Resources, Casper WY",1,False,17889
"Stanford Synchrotron Radiation Lightsource, Menlo Park CA",2,False,6705
"National Energy Technology Laboratory, Department of Energy",1,False,17887
University of Pittsburgh,1,False,12465
"Assistant Professor, University of Maine",1,False,17881
"British Columbia Centre for Aquatic Health Sciences, BC Canada",1,False,17874
"Marine Harvest Canada, Campbell River, BC, Canada",1,False,17875
"Veterinary Sciences Division, AFBI Stormont, Stoney Road, Belfast, UK",1,False,17876
"British Columbia Centre for Aquatic Health Sciences, Campbell River, BC, Canada",1,False,17877
"Pacific Biological Station, Nanaimo, BC, Canada",1,False,17878
Graz University of Technology,1,False,16726
"California State University, Fullerton",1,False,13544
Tribhuvan Univeristy,1,False,16727
Material Test Pvt. Ltd.,1,False,16729
Thorton Tomasetti,1,False,16730
Pacific Gas & Electric,1,False,13174
Mueser Rutledge Consulting Engineers,1,False,16731
University of Ilinois,1,False,16732
"Department of Biological Sciences, North Dakota State University",1,False,12813
"U.S. Department of Agriculture, Wildlife Services, National Wildlife Research Center",1,False,12812
"Bureau de Recherches Géologiques et Minières, Orléans, France",1,False,12796
"University of Muğla, Muğla, Turkey",1,False,12797
"Camborne School of Mines, Cornwall, England, United Kingdom",1,False,12798
"School of Aquatic and Fishery Sciences, University of Washington, Seattle, WA",1,False,17855
Texas State University,1,False,6677
U.S. Army Engineering Research and Development Center,1,False,17715
"University of Bayreuth, Germany",1,False,17852
New England Reptile Distributors,1,False,17853
"White Barn Millworks, Chico, California",1,False,18130
"State Key Laboratory of Ore Deposit Geochemistry, Institute of Geochemistry, Chinese Academy of Sciences, Guiyang, China",1,False,17896
"Centre for Environment, Fisheries, and Aquaculture Science (Cefas)",1,False,17829
Western Carolina University,1,False,17789
Bat Research and Consulting,1,False,16960
Wisconsin State Laboratory of Hygiene,1,False,17815
The Nature Conservancy of California,1,False,17788
University of California Santa Barbara,1,False,16936
Comision de Ecologia y Desarrollo Sustentable del Estado de Sonora,1,False,12550
"Bozeman Fish Technology Center, U.S. Fish and Wildlife Service, Bozeman, Montana 59715",1,False,18870
Indiana State University,1,False,17777
U Alaska,1,False,17775
"Kleinmachnow, Germany",1,False,17772
"Department of Geology, University of Maryland, College Park, Maryland",1,False,18057
"Department of Geology, and Earth System Science Interdisciplinary Center. University of Maryland, College Park, Maryland",1,False,18058
University of New Haven,1,False,18054
Alaska Ecoscience,1,False,13506
"Department of Oceanography and Coastal Sciences, Louisiana State University",1,False,13050
"Department of Geography, Michigan State University, East Lansing, Michigan USA",1,False,18039
"Departamento de Ciencias Ambientales, Universidad de Caltilla La Mancha, Toledo, Spain",1,False,18028
"D Ciencias Ambientales, U Castilla La Mancha, Toledo, Spain",1,False,18029
"Grupo de Meteorologia, Instituto de Fisica de Cantabria, U de Cantabria, Santander, Spain",1,False,18030
"G Meteorologia, I Fisica de Cantabria, U de Cantabria, Santander, Spain",1,False,18031
"European Commission, JRC, I for Environment and Sustainability, Ispra Varese, Italy",1,False,18033
"Dep. of Crop and Soil Sciences, The Pennsylvania State University, 116 ASI Building, University Park, PA 16802-3504",1,False,17838
"USDA-Agricultural Research Service, Hydrology and Remote Sensing Laboratory, Building 007 Room 104 BARC-West, 10300 Baltimore Avenue, Beltsville, MD",1,False,17839
Czech Academy of Sciences,1,False,17790
Czech Geological Survey,1,False,17791
Czech Acedemy of Sciences,1,False,17792
"Univ. of Kinshasa, DRC",1,False,17915
"Museum of Vertebrate Zoology, UC Berkeley",1,False,17743
Chicago Park District,1,False,17899
U.S. Geological Survey (retired),1,False,12443
"Plant Science & Landscape Architecture Dept, University of MD",1,False,17729
"Plant Science & Landscape Architesture Dept, University of MD",1,False,17730
"Graduate Student, SUNY at ESF, Syracuse NY",1,False,7085
"Professor, Dept of Forest & Natural Resources Mgmt, SUNY at ESF",1,False,17732
"Departamento de Biologia Marina, Universidad Autonoma de Baja California Sur, La Paz, Baja California Sur, Mexico",1,False,12968
ASU,1,False,12431
PGE,1,False,24560
"Nano-Imaging Services, Inc., 10835 Road To The Cure, Ste. 150. San Diego, CA 92121, USA",1,False,17779
"Microbiology, Math Science Department, Kapiolani Community College,  4303 Diamond Head Road Honolulu, Hawai‘i 96816, USA",1,False,17781
"The Nature Conservancy of Maryland/DC, Bethesda, Maryland",1,False,24533
"Ecologist, National Park Service, El Portal, CA",1,False,17736
Louisiana Department of Wildlife and Fisheries,1,False,12717
USGS retired,1,False,12545
